id,name,kind
Gene::3148,HMGB2,Gene
Gene::5867,RAB4A,Gene
Gene::4101,MAGEA2,Gene
Gene::55031,USP47,Gene
Gene::4361,MRE11A,Gene
Gene::8192,CLPP,Gene
Gene::89781,HPS4,Gene
Gene::6117,RPA1,Gene
Gene::90161,HS6ST2,Gene
Gene::6700,SPRR2A,Gene
Gene::9493,KIF23,Gene
Gene::84811,BUD13,Gene
Gene::8747,ADAM21,Gene
Gene::6317,SERPINB3,Gene
Gene::54874,FNBP1L,Gene
Gene::4038,LRP4,Gene
Gene::270,AMPD1,Gene
Gene::5609,MAP2K7,Gene
Gene::4815,NINJ2,Gene
Gene::7078,TIMP3,Gene
Gene::55788,LMBRD1,Gene
Gene::25987,TSKU,Gene
Gene::988,CDC5L,Gene
Gene::53840,TRIM34,Gene
Gene::54869,EPS8L1,Gene
Gene::9061,PAPSS1,Gene
Gene::5025,P2RX4,Gene
Gene::199699,DAND5,Gene
Gene::11178,LZTS1,Gene
Gene::7412,VCAM1,Gene
Gene::9984,THOC1,Gene
Gene::1462,VCAN,Gene
Gene::2324,FLT4,Gene
Gene::2888,GRB14,Gene
Gene::79822,ARHGAP28,Gene
Gene::10379,IRF9,Gene
Gene::599,BCL2L2,Gene
Gene::284656,EPHA10,Gene
Gene::647174,SERPINE3,Gene
Gene::126370,OR1I1,Gene
Gene::55662,HIF1AN,Gene
Gene::27339,PRPF19,Gene
Gene::9810,RNF40,Gene
Gene::5095,PCCA,Gene
Gene::4153,MBL2,Gene
Gene::55824,PAG1,Gene
Gene::1493,CTLA4,Gene
Gene::1979,EIF4EBP2,Gene
Gene::147744,TMEM190,Gene
Gene::9231,DLG5,Gene
Gene::1073,CFL2,Gene
Gene::577,ADGRB3,Gene
Gene::27122,DKK3,Gene
Gene::9402,GRAP2,Gene
Gene::1759,DNM1,Gene
Gene::7322,UBE2D2,Gene
Gene::6039,RNASE6,Gene
Gene::3276,PRMT1,Gene
Gene::10440,TIMM17A,Gene
Gene::51116,MRPS2,Gene
Gene::4790,NFKB1,Gene
Gene::27018,NGFRAP1,Gene
Gene::9400,RECQL5,Gene
Gene::3783,KCNN4,Gene
Gene::130132,RFTN2,Gene
Gene::6663,SOX10,Gene
Gene::8969,HIST1H2AG,Gene
Gene::5923,RASGRF1,Gene
Gene::4009,LMX1A,Gene
Gene::9833,MELK,Gene
Gene::8764,TNFRSF14,Gene
Gene::5192,PEX10,Gene
Gene::60561,RINT1,Gene
Gene::261729,STEAP2,Gene
Gene::147,ADRA1B,Gene
Gene::8567,MADD,Gene
Gene::50801,KCNK4,Gene
Gene::26253,CLEC4E,Gene
Gene::3234,HOXD8,Gene
Gene::2636,GBX1,Gene
Gene::6745,SSR1,Gene
Gene::84456,L3MBTL3,Gene
Gene::8912,CACNA1H,Gene
Gene::9230,RAB11B,Gene
Gene::51421,AMOTL2,Gene
Gene::716,C1S,Gene
Gene::55755,CDK5RAP2,Gene
Gene::25801,GCA,Gene
Gene::2342,FNTB,Gene
Gene::165918,RNF168,Gene
Gene::79903,NAA60,Gene
Gene::285331,CCDC66,Gene
Gene::79068,FTO,Gene
Gene::54965,PIGX,Gene
Gene::115703,ARHGAP33,Gene
Gene::3651,PDX1,Gene
Gene::999,CDH1,Gene
Gene::429,ASCL1,Gene
Gene::64118,DUS1L,Gene
Gene::2901,GRIK5,Gene
Gene::7857,SCG2,Gene
Gene::3578,IL9,Gene
Gene::4646,MYO6,Gene
Gene::2019,EN1,Gene
Gene::26339,OR5K1,Gene
Gene::161742,SPRED1,Gene
Gene::575,ADGRB1,Gene
Gene::78988,MRPL57,Gene
Gene::2046,EPHA8,Gene
Gene::64858,DCLRE1B,Gene
Gene::27297,CRCP,Gene
Gene::889,KRIT1,Gene
Gene::6373,CXCL11,Gene
Gene::29984,RHOD,Gene
Gene::3396,ICT1,Gene
Gene::10804,GJB6,Gene
Gene::340481,ZDHHC21,Gene
Gene::5883,RAD9A,Gene
Gene::79633,FAT4,Gene
Gene::23564,DDAH2,Gene
Gene::92749,DRC1,Gene
Gene::10133,OPTN,Gene
Gene::3426,CFI,Gene
Gene::22944,KIN,Gene
Gene::5682,PSMA1,Gene
Gene::5187,PER1,Gene
Gene::54617,INO80,Gene
Gene::6362,CCL18,Gene
Gene::27023,FOXB1,Gene
Gene::163175,LGI4,Gene
Gene::8287,USP9Y,Gene
Gene::4012,LNPEP,Gene
Gene::664,BNIP3,Gene
Gene::23097,CDK19,Gene
Gene::132671,SPATA18,Gene
Gene::9968,MED12,Gene
Gene::55149,MTPAP,Gene
Gene::8484,GALR3,Gene
Gene::2982,GUCY1A3,Gene
Gene::9058,SLC13A2,Gene
Gene::9735,KNTC1,Gene
Gene::829,CAPZA1,Gene
Gene::5476,CTSA,Gene
Gene::57680,CHD8,Gene
Gene::201254,STRA13,Gene
Gene::7442,TRPV1,Gene
Gene::1286,COL4A4,Gene
Gene::5216,PFN1,Gene
Gene::51510,CHMP5,Gene
Gene::5147,PDE6D,Gene
Gene::2326,FMO1,Gene
Gene::55167,MSL2,Gene
Gene::10632,ATP5L,Gene
Gene::30968,STOML2,Gene
Gene::65981,CAPRIN2,Gene
Gene::2118,ETV4,Gene
Gene::6009,RHEB,Gene
Gene::388419,BTBD17,Gene
Gene::9107,MTMR6,Gene
Gene::26999,CYFIP2,Gene
Gene::904,CCNT1,Gene
Gene::8811,GALR2,Gene
Gene::23239,PHLPP1,Gene
Gene::2935,GSPT1,Gene
Gene::9641,IKBKE,Gene
Gene::3118,HLA-DQA2,Gene
Gene::54801,HAUS6,Gene
Gene::6374,CXCL5,Gene
Gene::10204,NUTF2,Gene
Gene::79831,KDM8,Gene
Gene::3361,HTR5A,Gene
Gene::6566,SLC16A1,Gene
Gene::26,AOC1,Gene
Gene::5079,PAX5,Gene
Gene::23335,WDR7,Gene
Gene::81034,SLC25A32,Gene
Gene::2157,F8,Gene
Gene::2780,GNAT2,Gene
Gene::22941,SHANK2,Gene
Gene::4728,NDUFS8,Gene
Gene::4118,MAL,Gene
Gene::4102,MAGEA3,Gene
Gene::1509,CTSD,Gene
Gene::54344,DPM3,Gene
Gene::55785,FGD6,Gene
Gene::9260,PDLIM7,Gene
Gene::6157,RPL27A,Gene
Gene::3587,IL10RA,Gene
Gene::9267,CYTH1,Gene
Gene::4841,NONO,Gene
Gene::1613,DAPK3,Gene
Gene::57724,EPG5,Gene
Gene::154865,IQUB,Gene
Gene::64374,SIL1,Gene
Gene::9516,LITAF,Gene
Gene::786,CACNG1,Gene
Gene::64081,PBLD,Gene
Gene::2587,GALR1,Gene
Gene::129880,BBS5,Gene
Gene::84073,MYCBPAP,Gene
Gene::9232,PTTG1,Gene
Gene::3093,UBE2K,Gene
Gene::2395,FXN,Gene
Gene::283162,OR8B4,Gene
Gene::3570,IL6R,Gene
Gene::197322,ACSF3,Gene
Gene::5333,PLCD1,Gene
Gene::10265,IRX5,Gene
Gene::84693,MCEE,Gene
Gene::91663,MYADM,Gene
Gene::3420,IDH3B,Gene
Gene::5145,PDE6A,Gene
Gene::821,CANX,Gene
Gene::115650,TNFRSF13C,Gene
Gene::551,AVP,Gene
Gene::27173,SLC39A1,Gene
Gene::84959,UBASH3B,Gene
Gene::11260,XPOT,Gene
Gene::635,BHMT,Gene
Gene::4718,NDUFC2,Gene
Gene::4312,MMP1,Gene
Gene::51042,ZNF593,Gene
Gene::5139,PDE3A,Gene
Gene::7417,VDAC2,Gene
Gene::2775,GNAO1,Gene
Gene::617,BCS1L,Gene
Gene::5613,PRKX,Gene
Gene::9683,N4BP1,Gene
Gene::3645,INSRR,Gene
Gene::11009,IL24,Gene
Gene::79659,DYNC2H1,Gene
Gene::123879,DCUN1D3,Gene
Gene::29763,PACSIN3,Gene
Gene::23213,SULF1,Gene
Gene::79603,CERS4,Gene
Gene::29887,SNX10,Gene
Gene::54538,ROBO4,Gene
Gene::30846,EHD2,Gene
Gene::5094,PCBP2,Gene
Gene::3845,KRAS,Gene
Gene::553,AVPR1B,Gene
Gene::9928,KIF14,Gene
Gene::6646,SOAT1,Gene
Gene::83707,TRPT1,Gene
Gene::6449,SGTA,Gene
Gene::865,CBFB,Gene
Gene::2558,GABRA5,Gene
Gene::152006,RNF38,Gene
Gene::1907,EDN2,Gene
Gene::1007,CDH9,Gene
Gene::2059,EPS8,Gene
Gene::192670,AGO4,Gene
Gene::4351,MPI,Gene
Gene::793,CALB1,Gene
Gene::22915,MMRN1,Gene
Gene::23279,NUP160,Gene
Gene::202374,STK32A,Gene
Gene::5470,PPEF2,Gene
Gene::412,STS,Gene
Gene::5277,PIGA,Gene
Gene::5351,PLOD1,Gene
Gene::8609,KLF7,Gene
Gene::5502,PPP1R1A,Gene
Gene::56940,DUSP22,Gene
Gene::51426,POLK,Gene
Gene::84451,KIAA1804,Gene
Gene::64241,ABCG8,Gene
Gene::1280,COL2A1,Gene
Gene::8893,EIF2B5,Gene
Gene::23094,SIPA1L3,Gene
Gene::483,ATP1B3,Gene
Gene::1244,ABCC2,Gene
Gene::6430,SRSF5,Gene
Gene::7321,UBE2D1,Gene
Gene::84552,PARD6G,Gene
Gene::1973,EIF4A1,Gene
Gene::127343,DMBX1,Gene
Gene::2691,GHRH,Gene
Gene::7416,VDAC1,Gene
Gene::8614,STC2,Gene
Gene::27252,KLHL20,Gene
Gene::9625,AATK,Gene
Gene::27202,C5AR2,Gene
Gene::7385,UQCRC2,Gene
Gene::8642,DCHS1,Gene
Gene::9319,TRIP13,Gene
Gene::9540,TP53I3,Gene
Gene::7368,UGT8,Gene
Gene::5326,PLAGL2,Gene
Gene::81575,APOLD1,Gene
Gene::4285,MIPEP,Gene
Gene::3225,HOXC9,Gene
Gene::509,ATP5C1,Gene
Gene::898,CCNE1,Gene
Gene::58484,NLRC4,Gene
Gene::257218,SHPRH,Gene
Gene::6504,SLAMF1,Gene
Gene::8332,HIST1H2AL,Gene
Gene::522,ATP5J,Gene
Gene::57650,KIAA1524,Gene
Gene::6575,SLC20A2,Gene
Gene::29966,STRN3,Gene
Gene::1756,DMD,Gene
Gene::823,CAPN1,Gene
Gene::3001,GZMA,Gene
Gene::286183,NKAIN3,Gene
Gene::85459,CEP295,Gene
Gene::677,ZFP36L1,Gene
Gene::6880,TAF9,Gene
Gene::80237,ELL3,Gene
Gene::2735,GLI1,Gene
Gene::201266,SLC39A11,Gene
Gene::90678,LRSAM1,Gene
Gene::4976,OPA1,Gene
Gene::994,CDC25B,Gene
Gene::57181,SLC39A10,Gene
Gene::8986,RPS6KA4,Gene
Gene::10460,TACC3,Gene
Gene::48,ACO1,Gene
Gene::2352,FOLR3,Gene
Gene::3293,HSD17B3,Gene
Gene::10114,HIPK3,Gene
Gene::4495,MT1G,Gene
Gene::115201,ATG4A,Gene
Gene::8359,HIST1H4A,Gene
Gene::154796,AMOT,Gene
Gene::10051,SMC4,Gene
Gene::83550,GPR101,Gene
Gene::57679,ALS2,Gene
Gene::688,KLF5,Gene
Gene::9963,SLC23A1,Gene
Gene::23228,PLCL2,Gene
Gene::66037,BOLL,Gene
Gene::4161,MC5R,Gene
Gene::51332,SPTBN5,Gene
Gene::4828,NMB,Gene
Gene::57003,CCDC47,Gene
Gene::9253,NUMBL,Gene
Gene::341676,NEK5,Gene
Gene::9249,DHRS3,Gene
Gene::5373,PMM2,Gene
Gene::4301,MLLT4,Gene
Gene::4051,CYP4F3,Gene
Gene::5978,REST,Gene
Gene::23095,KIF1B,Gene
Gene::3799,KIF5B,Gene
Gene::114990,VASN,Gene
Gene::84292,WDR83,Gene
Gene::56123,PCDHB13,Gene
Gene::10045,SH2D3A,Gene
Gene::50831,TAS2R3,Gene
Gene::4204,MECP2,Gene
Gene::7132,TNFRSF1A,Gene
Gene::10327,AKR1A1,Gene
Gene::3142,HLX,Gene
Gene::23293,SMG6,Gene
Gene::5831,PYCR1,Gene
Gene::55062,WIPI1,Gene
Gene::1238,ACKR2,Gene
Gene::26517,TIMM13,Gene
Gene::1942,EFNA1,Gene
Gene::632,BGLAP,Gene
Gene::6541,SLC7A1,Gene
Gene::8604,SLC25A12,Gene
Gene::9496,TBX4,Gene
Gene::9791,PTDSS1,Gene
Gene::23659,PLA2G15,Gene
Gene::5793,PTPRG,Gene
Gene::489,ATP2A3,Gene
Gene::1287,COL4A5,Gene
Gene::5732,PTGER2,Gene
Gene::23215,PRRC2C,Gene
Gene::5083,PAX9,Gene
Gene::10094,ARPC3,Gene
Gene::1138,CHRNA5,Gene
Gene::80333,KCNIP4,Gene
Gene::7478,WNT8A,Gene
Gene::115908,CTHRC1,Gene
Gene::1002,CDH4,Gene
Gene::10959,TMED2,Gene
Gene::6862,T,Gene
Gene::374403,TBC1D10C,Gene
Gene::29071,C1GALT1C1,Gene
Gene::6427,SRSF2,Gene
Gene::27255,CNTN6,Gene
Gene::23054,NCOA6,Gene
Gene::8631,SKAP1,Gene
Gene::7837,PXDN,Gene
Gene::8022,LHX3,Gene
Gene::55722,CEP72,Gene
Gene::57522,SRGAP1,Gene
Gene::124997,WDR81,Gene
Gene::1460,CSNK2B,Gene
Gene::1717,DHCR7,Gene
Gene::4854,NOTCH3,Gene
Gene::1054,CEBPG,Gene
Gene::29777,ABT1,Gene
Gene::8852,AKAP4,Gene
Gene::1062,CENPE,Gene
Gene::5165,PDK3,Gene
Gene::2132,EXT2,Gene
Gene::23139,MAST2,Gene
Gene::28,ABO,Gene
Gene::375757,SWI5,Gene
Gene::2958,GTF2A2,Gene
Gene::150696,PROM2,Gene
Gene::403257,OR4C45,Gene
Gene::10362,HMG20B,Gene
Gene::128866,CHMP4B,Gene
Gene::8647,ABCB11,Gene
Gene::7178,TPT1,Gene
Gene::8405,SPOP,Gene
Gene::10617,STAMBP,Gene
Gene::3434,IFIT1,Gene
Gene::646424,SPINK8,Gene
Gene::6789,STK4,Gene
Gene::6667,SP1,Gene
Gene::1641,DCX,Gene
Gene::9512,PMPCB,Gene
Gene::5164,PDK2,Gene
Gene::57761,TRIB3,Gene
Gene::1308,COL17A1,Gene
Gene::23395,LARS2,Gene
Gene::3313,HSPA9,Gene
Gene::3428,IFI16,Gene
Gene::6230,RPS25,Gene
Gene::27065,NSG1,Gene
Gene::774,CACNA1B,Gene
Gene::5471,PPAT,Gene
Gene::23,ABCF1,Gene
Gene::79155,TNIP2,Gene
Gene::55355,HJURP,Gene
Gene::705,BYSL,Gene
Gene::310,ANXA7,Gene
Gene::65125,WNK1,Gene
Gene::1535,CYBA,Gene
Gene::151648,SGOL1,Gene
Gene::221833,SP8,Gene
Gene::11339,OIP5,Gene
Gene::10174,SORBS3,Gene
Gene::84868,HAVCR2,Gene
Gene::10450,PPIE,Gene
Gene::55625,ZDHHC7,Gene
Gene::1627,DBN1,Gene
Gene::26281,FGF20,Gene
Gene::715,C1R,Gene
Gene::27095,TRAPPC3,Gene
Gene::122402,TDRD9,Gene
Gene::3822,KLRC2,Gene
Gene::10116,FEM1B,Gene
Gene::2017,CTTN,Gene
Gene::54552,GNL3L,Gene
Gene::1579,CYP4A11,Gene
Gene::25813,SAMM50,Gene
Gene::9055,PRC1,Gene
Gene::10961,ERP29,Gene
Gene::127623,OR2B11,Gene
Gene::245930,DEFB116,Gene
Gene::57192,MCOLN1,Gene
Gene::27292,DIMT1,Gene
Gene::124912,SPACA3,Gene
Gene::280,AMY2B,Gene
Gene::7538,ZFP36,Gene
Gene::2158,F9,Gene
Gene::3988,LIPA,Gene
Gene::1453,CSNK1D,Gene
Gene::2978,GUCA1A,Gene
Gene::22926,ATF6,Gene
Gene::64901,RANBP17,Gene
Gene::23499,MACF1,Gene
Gene::9111,NMI,Gene
Gene::55437,STRADB,Gene
Gene::3122,HLA-DRA,Gene
Gene::9588,PRDX6,Gene
Gene::7516,XRCC2,Gene
Gene::3996,LLGL1,Gene
Gene::11231,SEC63,Gene
Gene::64689,GORASP1,Gene
Gene::482,ATP1B2,Gene
Gene::11144,DMC1,Gene
Gene::4907,NT5E,Gene
Gene::55140,ELP3,Gene
Gene::8368,HIST1H4L,Gene
Gene::2672,GFI1,Gene
Gene::25890,ABI3BP,Gene
Gene::56897,WRNIP1,Gene
Gene::2001,ELF5,Gene
Gene::80724,ACAD10,Gene
Gene::1269,CNR2,Gene
Gene::9554,SEC22B,Gene
Gene::57057,TBX20,Gene
Gene::23064,SETX,Gene
Gene::22992,KDM2A,Gene
Gene::56548,CHST7,Gene
Gene::3208,HPCA,Gene
Gene::55505,NOP10,Gene
Gene::9551,ATP5J2,Gene
Gene::5196,PF4,Gene
Gene::4133,MAP2,Gene
Gene::84694,GJA10,Gene
Gene::3316,HSPB2,Gene
Gene::2956,MSH6,Gene
Gene::51174,TUBD1,Gene
Gene::9394,HS6ST1,Gene
Gene::3737,KCNA2,Gene
Gene::79913,ACTR5,Gene
Gene::2013,EMP2,Gene
Gene::7809,BSND,Gene
Gene::245972,ATP6V0D2,Gene
Gene::23601,CLEC5A,Gene
Gene::643904,RNF222,Gene
Gene::1355,COX15,Gene
Gene::6134,RPL10,Gene
Gene::201176,ARHGAP27,Gene
Gene::6406,SEMG1,Gene
Gene::83939,EIF2A,Gene
Gene::199,AIF1,Gene
Gene::23410,SIRT3,Gene
Gene::5261,PHKG2,Gene
Gene::5998,RGS3,Gene
Gene::8021,NUP214,Gene
Gene::3119,HLA-DQB1,Gene
Gene::7504,XK,Gene
Gene::11004,KIF2C,Gene
Gene::7299,TYR,Gene
Gene::83443,SF3B5,Gene
Gene::2101,ESRRA,Gene
Gene::5591,PRKDC,Gene
Gene::81857,MED25,Gene
Gene::9797,TATDN2,Gene
Gene::6595,SMARCA2,Gene
Gene::50604,IL20,Gene
Gene::7869,SEMA3B,Gene
Gene::4601,MXI1,Gene
Gene::55808,ST6GALNAC1,Gene
Gene::6124,RPL4,Gene
Gene::6921,TCEB1,Gene
Gene::153572,IRX2,Gene
Gene::137886,UBXN2B,Gene
Gene::6649,SOD3,Gene
Gene::81616,ACSBG2,Gene
Gene::197358,NLRC3,Gene
Gene::7137,TNNI3,Gene
Gene::29881,NPC1L1,Gene
Gene::64425,POLR1E,Gene
Gene::221895,JAZF1,Gene
Gene::51454,GULP1,Gene
Gene::53944,CSNK1G1,Gene
Gene::27445,PCLO,Gene
Gene::84668,FAM126A,Gene
Gene::1270,CNTF,Gene
Gene::22919,MAPRE1,Gene
Gene::55885,LMO3,Gene
Gene::64900,LPIN3,Gene
Gene::64400,AKTIP,Gene
Gene::130733,TMEM178A,Gene
Gene::51666,ASB4,Gene
Gene::9883,POM121,Gene
Gene::51256,TBC1D7,Gene
Gene::9575,CLOCK,Gene
Gene::84321,THOC3,Gene
Gene::8559,PRPF18,Gene
Gene::10580,SORBS1,Gene
Gene::150094,SIK1,Gene
Gene::51741,WWOX,Gene
Gene::6672,SP100,Gene
Gene::4861,NPAS1,Gene
Gene::23112,TNRC6B,Gene
Gene::1846,DUSP4,Gene
Gene::926,CD8B,Gene
Gene::5799,PTPRN2,Gene
Gene::10092,ARPC5,Gene
Gene::647309,GMNC,Gene
Gene::55327,LIN7C,Gene
Gene::9863,MAGI2,Gene
Gene::6564,SLC15A1,Gene
Gene::6498,SKIL,Gene
Gene::5573,PRKAR1A,Gene
Gene::8879,SGPL1,Gene
Gene::9324,HMGN3,Gene
Gene::9470,EIF4E2,Gene
Gene::81929,SEH1L,Gene
Gene::84128,WDR75,Gene
Gene::5690,PSMB2,Gene
Gene::475,ATOX1,Gene
Gene::1024,CDK8,Gene
Gene::27338,UBE2S,Gene
Gene::733,C8G,Gene
Gene::1294,COL7A1,Gene
Gene::54487,DGCR8,Gene
Gene::5256,PHKA2,Gene
Gene::80124,VCPIP1,Gene
Gene::80823,BHLHB9,Gene
Gene::81559,TRIM11,Gene
Gene::84327,ZBED3,Gene
Gene::4502,MT2A,Gene
Gene::7388,UQCRH,Gene
Gene::51,ACOX1,Gene
Gene::6176,RPLP1,Gene
Gene::23399,CTDNEP1,Gene
Gene::5481,PPID,Gene
Gene::6636,SNRPF,Gene
Gene::6938,TCF12,Gene
Gene::2979,GUCA1B,Gene
Gene::7703,PCGF2,Gene
Gene::6648,SOD2,Gene
Gene::7093,TLL2,Gene
Gene::29894,CPSF1,Gene
Gene::55585,UBE2Q1,Gene
Gene::498,ATP5A1,Gene
Gene::51654,CDK5RAP1,Gene
Gene::10491,CRTAP,Gene
Gene::51474,LIMA1,Gene
Gene::79872,CBLL1,Gene
Gene::6573,SLC19A1,Gene
Gene::9367,RAB9A,Gene
Gene::79753,SNIP1,Gene
Gene::2492,FSHR,Gene
Gene::100125288,ZGLP1,Gene
Gene::8351,HIST1H3D,Gene
Gene::10240,MRPS31,Gene
Gene::5217,PFN2,Gene
Gene::11135,CDC42EP1,Gene
Gene::122769,LRR1,Gene
Gene::129607,CMPK2,Gene
Gene::81579,PLA2G12A,Gene
Gene::2047,EPHB1,Gene
Gene::26121,PRPF31,Gene
Gene::2833,CXCR3,Gene
Gene::8602,NOP14,Gene
Gene::23198,PSME4,Gene
Gene::2696,GIPR,Gene
Gene::10907,TXNL4A,Gene
Gene::9757,KMT2B,Gene
Gene::8638,OASL,Gene
Gene::6480,ST6GAL1,Gene
Gene::9046,DOK2,Gene
Gene::1382,CRABP2,Gene
Gene::64175,P3H1,Gene
Gene::96764,TGS1,Gene
Gene::112950,MED8,Gene
Gene::8106,PABPN1,Gene
Gene::55183,RIF1,Gene
Gene::3109,HLA-DMB,Gene
Gene::80314,EPC1,Gene
Gene::124872,B4GALNT2,Gene
Gene::3604,TNFRSF9,Gene
Gene::26056,RAB11FIP5,Gene
Gene::23324,MAN2B2,Gene
Gene::57556,SEMA6A,Gene
Gene::1130,LYST,Gene
Gene::59344,ALOXE3,Gene
Gene::57190,SEPN1,Gene
Gene::10193,RNF41,Gene
Gene::79991,OBFC1,Gene
Gene::8836,GGH,Gene
Gene::5756,TWF1,Gene
Gene::3437,IFIT3,Gene
Gene::8273,SLC10A3,Gene
Gene::4762,NEUROG1,Gene
Gene::1473,CST5,Gene
Gene::55693,KDM4D,Gene
Gene::7447,VSNL1,Gene
Gene::6819,SULT1C2,Gene
Gene::2160,F11,Gene
Gene::5456,POU3F4,Gene
Gene::29761,USP25,Gene
Gene::6447,SCG5,Gene
Gene::636,BICD1,Gene
Gene::91689,SMDT1,Gene
Gene::7965,AIMP2,Gene
Gene::55239,OGFOD1,Gene
Gene::10048,RANBP9,Gene
Gene::143187,VTI1A,Gene
Gene::8784,TNFRSF18,Gene
Gene::170685,NUDT10,Gene
Gene::64282,PAPD5,Gene
Gene::54919,DNAAF5,Gene
Gene::79642,ARSJ,Gene
Gene::1948,EFNB2,Gene
Gene::7184,HSP90B1,Gene
Gene::283652,SLC24A5,Gene
Gene::5108,PCM1,Gene
Gene::8382,NME5,Gene
Gene::9453,GGPS1,Gene
Gene::23678,SGK3,Gene
Gene::64121,RRAGC,Gene
Gene::23741,EID1,Gene
Gene::51294,PCDH12,Gene
Gene::4867,NPHP1,Gene
Gene::90167,FRMD7,Gene
Gene::4923,NTSR1,Gene
Gene::23133,PHF8,Gene
Gene::5623,PSPN,Gene
Gene::212,ALAS2,Gene
Gene::8682,PEA15,Gene
Gene::8482,SEMA7A,Gene
Gene::55012,PPP2R3C,Gene
Gene::917,CD3G,Gene
Gene::51339,DACT1,Gene
Gene::6631,SNRPC,Gene
Gene::5571,PRKAG1,Gene
Gene::4121,MAN1A1,Gene
Gene::127,ADH4,Gene
Gene::55337,C19orf66,Gene
Gene::10017,BCL2L10,Gene
Gene::7150,TOP1,Gene
Gene::10110,SGK2,Gene
Gene::5255,PHKA1,Gene
Gene::6785,ELOVL4,Gene
Gene::56130,PCDHB6,Gene
Gene::51330,TNFRSF12A,Gene
Gene::85452,CFAP74,Gene
Gene::3308,HSPA4,Gene
Gene::3105,HLA-A,Gene
Gene::53829,P2RY13,Gene
Gene::137735,ABRA,Gene
Gene::997,CDC34,Gene
Gene::6182,MRPL12,Gene
Gene::79791,FBXO31,Gene
Gene::152831,KLB,Gene
Gene::114971,PTPMT1,Gene
Gene::8519,IFITM1,Gene
Gene::51362,CDC40,Gene
Gene::9054,NFS1,Gene
Gene::219858,OR8B12,Gene
Gene::64853,AIDA,Gene
Gene::479,ATP12A,Gene
Gene::55607,PPP1R9A,Gene
Gene::388662,SLC6A17,Gene
Gene::10432,RBM14,Gene
Gene::23038,WDTC1,Gene
Gene::51585,PCF11,Gene
Gene::4771,NF2,Gene
Gene::9429,ABCG2,Gene
Gene::4358,MPV17,Gene
Gene::23440,OTP,Gene
Gene::54205,CYCS,Gene
Gene::10572,SIVA1,Gene
Gene::2743,GLRB,Gene
Gene::51693,TRAPPC2L,Gene
Gene::11097,NUPL2,Gene
Gene::64072,CDH23,Gene
Gene::5926,ARID4A,Gene
Gene::27090,ST6GALNAC4,Gene
Gene::6890,TAP1,Gene
Gene::5786,PTPRA,Gene
Gene::161725,OTUD7A,Gene
Gene::1455,CSNK1G2,Gene
Gene::84892,POMGNT2,Gene
Gene::2208,FCER2,Gene
Gene::284217,LAMA1,Gene
Gene::8301,PICALM,Gene
Gene::54512,EXOSC4,Gene
Gene::3625,INHBB,Gene
Gene::56893,UBQLN4,Gene
Gene::8570,KHSRP,Gene
Gene::55689,YEATS2,Gene
Gene::6370,CCL25,Gene
Gene::3183,HNRNPC,Gene
Gene::9318,COPS2,Gene
Gene::10686,CLDN16,Gene
Gene::7153,TOP2A,Gene
Gene::648,BMI1,Gene
Gene::7020,TFAP2A,Gene
Gene::5617,PRL,Gene
Gene::4883,NPR3,Gene
Gene::84807,NFKBID,Gene
Gene::27340,UTP20,Gene
Gene::8563,THOC5,Gene
Gene::26233,FBXL6,Gene
Gene::8556,CDC14A,Gene
Gene::150379,PNPLA5,Gene
Gene::115416,MALSU1,Gene
Gene::56999,ADAMTS9,Gene
Gene::1472,CST4,Gene
Gene::54627,MAP10,Gene
Gene::57477,SHROOM4,Gene
Gene::4314,MMP3,Gene
Gene::10971,YWHAQ,Gene
Gene::576,ADGRB2,Gene
Gene::3508,IGHMBP2,Gene
Gene::3800,KIF5C,Gene
Gene::868,CBLB,Gene
Gene::594857,NPS,Gene
Gene::30845,EHD3,Gene
Gene::57187,THOC2,Gene
Gene::151056,PLB1,Gene
Gene::7472,WNT2,Gene
Gene::22856,CHSY1,Gene
Gene::7884,SLBP,Gene
Gene::50487,PLA2G3,Gene
Gene::4698,NDUFA5,Gene
Gene::164,AP1G1,Gene
Gene::1600,DAB1,Gene
Gene::2356,FPGS,Gene
Gene::51433,ANAPC5,Gene
Gene::1112,FOXN3,Gene
Gene::866,SERPINA6,Gene
Gene::60401,EDA2R,Gene
Gene::653,BMP5,Gene
Gene::6839,SUV39H1,Gene
Gene::8470,SORBS2,Gene
Gene::10164,CHST4,Gene
Gene::55117,SLC6A15,Gene
Gene::66008,TRAK2,Gene
Gene::51755,CDK12,Gene
Gene::1859,DYRK1A,Gene
Gene::83480,PUS3,Gene
Gene::140685,ZBTB46,Gene
Gene::6263,RYR3,Gene
Gene::53373,TPCN1,Gene
Gene::387357,THEMIS,Gene
Gene::8455,ATRN,Gene
Gene::389840,MAP3K15,Gene
Gene::8870,IER3,Gene
Gene::79583,TMEM231,Gene
Gene::84964,ALKBH6,Gene
Gene::55256,ADI1,Gene
Gene::7166,TPH1,Gene
Gene::390264,OR10G4,Gene
Gene::55850,USE1,Gene
Gene::100188893,TOMM6,Gene
Gene::9369,NRXN3,Gene
Gene::51645,PPIL1,Gene
Gene::9966,TNFSF15,Gene
Gene::10396,ATP8A1,Gene
Gene::5912,RAP2B,Gene
Gene::84937,ZNRF1,Gene
Gene::10439,OLFM1,Gene
Gene::23594,ORC6,Gene
Gene::5884,RAD17,Gene
Gene::3908,LAMA2,Gene
Gene::11273,ATXN2L,Gene
